Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
16/04/1939,Stábile,local,victoria,3,2,Independiente,5° fecha del Campeonato 1939,La Quema,Carlini,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; José M Sosa, Manuel Giúdice y Jorge Titonell; Marcial Barrios, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Luis Traetta; Fermín Lecea y Sabino Coletta; Luis Franzolini, Raúl Leguizamón y Celestino Martínez; José Vilariño, Vicente De la Mata, Arsenio Erico, Antonio Sastre y Emilio Reuben.",foto,30 GOL Emilio Baldonedo (HUR)</br>34 GOL Herminio Masantonio (HUR)</br>42 GOL Arsenio Erico (IND)</br>72 GOL Emilio Baldonedo (HUR)</br>86 GOL Arsenio Erico (IND),45,90,0,0
23/04/1939,Stábile,visitante,victoria,2,1,Argentino de Quilmes,6° fecha del Campeonato 1939,La Barranca,Solari,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Carlos Belfiore, Daniel Bálsamo, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Novara; Garlini y Escribano; Pacho, Attili y Bruno; Agostini, Scliar, Iturria, Ibarra y Sabatini.",foto,25 GOL Herminio Masantonio (HUR)</br>44 GOL Daniel Bálsamo (HUR)</br>68 GOL Sabatini (ADQ),45,90,0,0
30/04/1939,Stábile,local,victoria,3,2,San Lorenzo de Almagro,7° fecha del Campeonato 1939,La Quema,Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Carlos Belfiore, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Sebastián Gualco; Roberto Terzolo y Lorenzo Gilli; Ángel Zubieta, Jesús Quintana y Bartolomé Colombo; Rubén Cavadini, Antonio Alarcón, Genaro Canteli, Osvaldo Bottini y Arturo Arrieta.",foto,14 GOL Emilio Baldonedo (HUR)</br>22 GOL Rubén Cavadini (SLO)</br>23 GOL Ramón Guerra (HUR)</br>56 GOL Antonio Alarcón (SLO)</br>75 GOL Herminio Masantonio (HUR),45,90,0,0
07/05/1939,Stábile,visitante,victoria,2,1,Tigre,8° fecha del Campeonato 1939,Victoria,Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y José M Sosa; Carlos Belfiore, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Muro; Severo y Juárez; Rafael Luongo, Videla y Oubiñas; Fattoni, Ríos, Marvezy, Kagel y Troncoso.",foto,32 GOL Kagel (TIG)</br>41 GOL Delfín Unzué (HUR)</br>87 GOL Carlos Belfiore (HUR),45,90,0,0
14/05/1939,Stábile,local,victoria,6,2,Platense,9° fecha del Campeonato 1939,La Quema,Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Carlos Belfiore, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","López; Corral y Boero; Esperón, Toledo y Geist; Larretchart, Oviedo, De Blasi, Barría y Priori.",foto,17 GOL Boero (HUR) -en contra-</br>21 GOL Carlos Belfiore (HUR)</br>28 GOL Herminio Masantonio (HUR)</br>49 GOL Ramón Guerra (HUR)</br>68 GOL Ramón Guerra (HUR)</br>63 GOL Emilio Baldonedo (HUR)</br>84 GOL De Blasi (PLA)</br>88 GOL De Blasi (PLA),45,90,0,0
18/05/1939,Stábile,visitante,victoria,2,1,Boca Juniors,Amistoso 1939,Chacarita Juniors,Forte,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice (José M Sosa) y Jorge Titonell; Carlos Belfiore (Delfín Unzué), Ramón Guerra (Herminio Masantonio), Alberto Crotti, Emilio Baldonedo y Valentín Saldamando (Zucco).","Juan A Estrada; Segundo Ibáñez (Menéndez) y Fortnato Piccone; General Viana, Ernesto Lazzatti y Arcadio López (De Terán); Mario Tosoni, Francisco Varallo, José Liztherman (70 OScar Boggio), Daniel Pícaro (Rafael Sanz) y Rodolfo Danza.",foto,30 GOL Rodolfo Danza (BJU)</br>38 GOL Manuel Giúdice (HUR)</br>88 GOL Delfín Unzué (HUR),45,90,0,0
21/05/1939,Stábile,visitante,victoria,2,1,Atlanta,10° fecha del Campeonato 1939,Villa Crespo,J. Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Carlos Belfiore, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Bresoli; Carignano y Rodríguez; Covacich, Del Felice y Valdatti; Cerro, D Álvarez, Tornaroli, Castillo y Martínez.",foto,34 GOL Manuel Giúdice (HUR)</br>72 GOL Herminio Masantonio (HUR)</br>89 GOL Cerro (ATL),45,90,0,0
28/05/1939,Stábile,local,empate,2,2,Estudiantes (La Plata),11° fecha del Campeonato 1939,La Quema,Destaillats,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Delfín Unzué, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Zanatta; Rodríguez y Palma; Blotto, Farías y Roberto Sbarra; Cámpora, Gómez, Alberto Zozaya, Marconi y Manuel Pelegrina.",foto,9 GOL Herminio Masantonio (HUR)</br>17 GOL Gómez (ELP)</br>39 GOL Emilio Baldonedo (HUR)</br>71 GOL Cámpora (ELP),45,90,0,0
04/06/1939,Stábile,visitante,derrota,1,2,Newell's Old Boys (Rosario),12° fecha del Campeonato 1939,Parque Independencia (Rosario),Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Delfín Unzué, Daniel Bálsamo, Herminio Masantonio, Emilio Baldonedo y Valentín Saldamando.","Heredia; Gilli y Soneyro; Sisniega, Perucca y Pellegrini; Belén, Fabrini, Gómez, Morosano y Sánchez.",foto,24 GOL Fabrini (NOB)</br>68 GOL Emilio Baldonedo (HUR)</br>73 GOL Sánchez (NOB),45,90,0,0
11/06/1939,Stábile,local,victoria,6,3,Lanús,13° fecha del Campeonato 1939,La Quema,Cángaro,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Luongo, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Aranda; Wilson y M Rodríguez; Ramos, Strembel y Mesa; Núñez, Sabio, Arrieta, García y Cravero.",foto,7 GOL Herminio Masantonio (HUR)</br>8 GOL Herminio Masantonio (HUR)</br>13 GOL Delfín Unzué (HUR)</br>16 GOL Herminio Masantonio (HUR)</br>43 GOL Delfín Unzué (HUR)</br>49 GOL Arrieta (LAN)</br>67 Herminio Masantonio (HUR)</br>79 GOL Arrieta (LAN)</br>89 GOL Sabio (LAN),45,90,0,0
18/06/1939,Stábile,visitante,victoria,3,1,Boca Juniors,14° fecha del Campeonato 1939,Gasómetro,Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Luongo, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Juan A Estrada; Segundo Ibáñez y Víctor Valussi; Arcadio López, Francisco Angeletti y Arico Suárez; Francisco Varallo, Antonio Alarcón, José Liztherman, Daniel Pícaro y Rodolfo Danza.",foto,40 GOL Emilio Baldonedo (HUR)</br>68 GOL Emilio Baldonedo (HUR)</br>76 GOL Rodolfo Danza (BJU)</br>80 EXP José Liztherman (BJU)</br>80 EXP Rafael Luongo (HUR)</br>87 GOL Plácido Rodríguez (HUR),45,90,0,0
25/06/1939,Stábile,local,victoria,2,0,Vélez Sarsfield,15° fecha del Campeonato 1939,La Quema,Solari,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Rotman; Castrillón y De Sáa; Maggiolo, Spinetto y Becerra; Reta, Correa, Alonso, Noguera y Fernández.",foto,46 GOL Plácido Rodríguez (HUR)</br>56 GOL Manuel Giúdice (HUR),45,90,0,0
02/07/1939,Stábile,visitante,victoria,3,0,Racing Club,16° fecha del Campeonato 1939,Racing,Carou,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Albino Risso; José Salomón y Teófilo Juárez; Alfredo Díaz, José Díaz y Mario Avalle; Juan A Devizia, Mateo Pont, Delfín Benítez Cáceres, Francisco Fandiño y Enrique García.",foto,72 GOL Herminio Masantonio (HUR)</br>83 GOL Herminio Masantonio (HUR)</br>81 GOL Rubén Perdomo (HUR),45,90,0,0
16/07/1939,Stábile,visitante,derrota,1,4,Chacarita Juniors,17° fecha del Campeonato 1939,Chacarita Juniors,Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","López; Trincavelli y Emanuelli; Aragüez, Zava y De Genaro; Lara, Barros, Cassán, Maigán y Roggero.",foto,4 GOL Rafael Villagra (HUR) -en contra-; 32 GOL Cassán (CHJ)</br>49 GOL Cassán (CHJ)</br>71 GOL Herminio Masantonio (HUR)</br>87 GOL Cassán (CHJ),45,90,0,0
23/07/1939,Stábile,visitante,victoria,2,0,Rosario Central,18° fecha del Campeonato 1939,Arroyito (Rosario),Carou,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Delfín Unzué.","Araiz; Perucca e I Díaz; Martínez, Rivero y Fogel; Grassi, O Díaz, Guerrero, Cisterna y Rodríguez.",foto,48 GOL Herminio Masantonio (HUR)</br>88 GOL Emilio Baldonedo (HUR),45,90,0,0
30/07/1939,Stábile,local,empate,1,1,River Plate,19° fecha del Campeonato 1939,La Quema,Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Sebastián Sirni; Luis Vasini y Alberto Cuello; Norberto Yácono, José Minella y Carlos Santamaría; Carlos Peucelle, Eladio Vaschetto, Jorge Alcalde, José Moreno y Adolfo Pedernera.",foto,35 GOL Emilio Baldonedo (HUR)</br>43 GOL Carlos Peucelle (RPL),45,90,0,0
06/08/1939,Stábile,visitante,derrota,0,1,Ferro C. Oeste,20° fecha del Campeonato 1939,Caballito,Carou,"Bruno Barrionuevo; Carlos Marinelli y Juan B Bobba; Rafael Luongo, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Delfín Unzué.","Rama; Noceda y Garavano; San Jorge, Grecco y Fariña; Natino, Borgnia, Sarlanga, Rodríguez y Funes.",foto,3 GOL Rodríguez (FCO),45,90,0,0
20/08/1939,Casanovas,local,victoria,5,2,Gimnasia y Esgrima (La Plata),21° fecha del Campeonato 1939,La Quema,Solari,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Yustrich; Blanes y Delovo; Becchio, Lijó y Paradela; Rocha, Juárez, Fidel, Allende y Arregui.",foto,11 GOL Emilio Baldonedo (HUR)</br>15 GOL Arregui (GYE)</br>24 GOL Fidel (GYE)</br>28 GOL Manuel Giúdice (HUR)</br>54 GOL Herminio Masantonio (HUR)</br>60 GOL Rubén Perdomo (HUR)</br>87 GOL Herminio Masantonio (HUR),45,90,0,0
30/08/1939,Casanovas,visitante,derrota,2,8,Racing Club,Amistoso 1939,Racing,-,-,-,foto,GOL Delfín Benítez Cáceres (RAC)</br>GOL Delfín Benítez Cáceres (HUR)</br>GOL Alberto Galateo (RAC)</br>GOL Alberto Galateo (RAC)</br>GOL Éibar Ríos (RAC)</br>GOL Francisco Fandiño (RAC)</br>GOL Alfredo Díaz (RAC)</br>GOL Vicente Zito (RAC),45,90,0,0
03/09/1939,De los Santos,visitante,derrota,1,2,Independiente,22° fecha del Campeonato 1939,Doble Visera,Álvarez,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Fernando Bello; Fermín Lecea y Sabino Coletta; Luis Franzolini, Raúl Leguizamón y Celestino Martínez; Juan J Maril, Vicente De la Mata, Arsenio Erico, Antonio Sastre y José Zorrilla.",foto,33 GOL José Zorrilla (IND)</br>38 GOL José Zorrilla (IND)</br>41 EXP Antonio Sastre (IND)</br>41 EXP Manuel Giúdice (HUR)</br>61 EXP Luis Franzolini (IND)</br>73 GOL Plácido Rodríguez (HUR),45,90,0,0
24/09/1939,De los Santos,local,victoria,7,1,Argentino de Quilmes,23° fecha del Campeonato 1939,La Quema,Solari,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Armando Ríos y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Manzini; Garlini y Gumeno; Attili, Santiso y Bruno; Baños, Títolo, Gayol, Ajamil y Sabatini.",foto,1 GOL Plácido Rodríguez (HUR)</br>14 GOL Herminio Masantonio (HUR)</br>15 GOL Herminio Masantonio (HUR)</br>23 GOL Herminio Masantonio (HUR)</br>46 GOL Armando Ríos (HUR)</br>66 GOL Herminio Masantonio (HUR)</br>68 GOL Plácido Rodríguez (HUR)</br>85 GOL Ajamil (ADQ),45,90,0,0
01/10/1939,De los Santos,visitante,victoria,5,2,San Lorenzo de Almagro,24° fecha del Campeonato 1939,Gasómetro,Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Sebastián Gualco; Francisco Santiá y Roberto Terzolo; Ángel Zubieta, Jesús Quintana y Bartolomé Colombo; Salustiano Vidal, Waldemar de Brito, Isidro Lángara, José Iraragorri y Tomás Beristain.",foto,11 GOL Emilio Baldonedo (HUR)</br>29 GOL Rubén Perdomo (HUR)</br>49 GOL Herminio Masantonio (HUR)</br>55 GOL Plácido Rodríguez (HUR)</br>75 GOL Emilio Baldonedo (HUR)</br>84 GOL Isidro Lángara (SLO)</br>87 GOL Isidro Lángara (SLO),45,90,0,0
12/10/1939,De los Santos,local,empate,1,1,Tigre,25° fecha del Campeonato 1939,Gasómetro,Carou,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Muro; Quiroga y Medina; Rubio, Videla y Oubiñas; Fattoni, Sandoval, Marvezy, Kagel y Videla.",foto,33 GOL Sandoval (TIG)</br>66 GOL Plácido Rodríguez (HUR),45,90,0,0
15/10/1939,De los Santos,visitante,victoria,3,0,Platense,26° fecha del Campeonato 1939,Saavedra,Caswell,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","López; Aldabe y Boero; Esperón, Toledo y Galvagni; Larretchart, Prado, Barría, Amiano y Ithourbide.",foto,23 GOL Emilio Baldonedo (HUR)</br>44 GOL Rubén Perdomo (HUR)</br>79 GOL Rubén Perdomo (HUR),45,90,0,0
22/10/1939,De los Santos,local,victoria,7,2,Atlanta,27° fecha del Campeonato 1939,La Quema,Cángaro,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Alberto Crotti, Emilio Baldonedo y Plácido Rodríguez.","Taglioretti; Fatechi y Mendiguren; Sosa, Del Felice y Valdatti; Zambruno, Caramellino, Maffei, Ramos e Irazoqui.",foto,5 GOL Alberto Crotti (HUR)</br>16 GOL Irazoqui (ATL)</br>23 GOL Carlos Marinelli (HUR)</br>37 GOL Emilio Baldonedo (HUR)</br>44 GOL Manuel Giúdice (HUR)</br>47 GOL Plácido Rodríguez (HUR)</br>72 GOL Irazoqui (ATL)</br>75 GOL Emilio Baldonedo (HUR)</br>82 GOL Rubén Perdomo (HUR),45,90,0,0
29/10/1939,De los Santos,visitante,derrota,0,4,Estudiantes (La Plata),28° fecha del Campeonato 1939,Uno (La Plata),Carou,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Ogando; E Rodríguez y De Angelis; Blotto, Ongaro y Roberto Sbarra; Fuertes, Negri, Gómez, Cirico y Manuel Pelegrina.",foto,53 GOL Cirico (ELP)</br>55 GOL Manuel Pelegrina (ELP)</br>62 GOL Manuel Pelegrina (ELP)</br>84 GOL Cirico (ELP),45,90,0,0
01/11/1939,De los Santos,local,victoria,3,0,Newell's Old Boys (Rosario),29° fecha del Campeonato 1939,La Quema,Caswell,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Armando Ríos y Jorge Titonell; Rubén Perdomo, Miguel Ortiz, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Heredia; Gilli y Soneyro; Sisniega, Perucca y Reynoso; Belén, Fabrini, Gómez, Franco y Ottazo.",foto,33 GOL Miguel Ortiz (HUR)</br>39 GOL Herminio Masantonio (HUR)</br>70 GOL Plácido Rodríguez (HUR),45,90,0,0
05/11/1939,De los Santos,visitante,derrota,2,5,Lanús,30° fecha del Campeonato 1939,Lanús,Solari,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Armando Ríos y Jorge Titonell; Rubén Perdomo, Miguel Ortiz, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Aranda; Wilson y M Rodríguez; Ramos, Castillo y Mesa; Romero, López, Arrieta, García y Núñez.",foto,21 GOL López (LAN)</br>27 GOL Plácido Rodríguez (HUR)</br>33 GOL Arrieta (LAN)</br>56 GOL Herminio Masantonio (HUR)</br>58 GOL Romero (LAN)</br>60 GOL Romero (LAN)</br>67 GOL Nuñez (LAN),45,90,0,0
12/11/1939,De los Santos,local,victoria,3,2,Boca Juniors,31° fecha del Campeonato 1939,La Quema,Forte,"José Monjo; Carlos Marinelli y Jorge Alberti; Rafael Villagra, Armando Ríos y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Juan A Estrada; Segundo Ibáñez y Víctor Valussi; Arcadio López, Ernesto Lazzatti y Arico Suárez; Francisco Sas, Antonio Alarcón, Fancisco Varallo, Daniel Pícaro y Miguel Careri.",foto,38 GOL Emilio Baldonedo (HUR)</br>63 GOL Francisco Varallo (BJU)</br>65 GOL Daniel Pícaro (BJU)</br>67 GOL Emilio Baldonedo (HUR)</br>78 GOL Emilio Baldonedo (HUR),45,90,0,0
19/11/1939,De los Santos,visitante,empate,3,3,Vélez Sarsfield,32° fecha del Campeonato 1939,El Fortín,Caswell,"José Monjo; Carlos Marinelli y Jorge Alberti; Oscar Corso, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Jorge Cano.","Rotman; Castrillón y De Sáa; Alonso, Spinetto y Becerra; Reta, Correa, Benaglio, Noguera y Fernández.",foto,6 GOL Fernández (VSA)</br>41 GOL Herminio Masantonio (HUR)</br>42 GOL Emilio Baldonedo (HUR)</br>47 GOL Delfín Unzué (HUR)</br>53 GOL Correa (VSA)</br>77 GOL Spinetto (VSA),45,90,0,0
23/11/1939,De los Santos,neutral,empate,2,2,River Plate,Copa Estandarte 1939,Gasómetro,Forte,"José Monjo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio (46 Miguel Ortiz), Emilio Baldonedo y Cano.","Juan B Besuzzo; Ascanio Cortés y Mario Filippo; José Ramos, Bruno Rodolfi y Leonardo Cilaurrén; Luis Rongo (46 Juan C Muñoz), Jorge Alcalde, Bernabé Ferreyra, Roberto D'Alessandro y José Martínez.",foto,30 GOL Emilio Baldonedo (HUR)</br>48 GOL Bernabé Ferreyra (RPL)</br>79 GOL Roberto D'Alessandro (RPL)</br>83 GOL Ascanio Cortés (HUR) -en contra-,45,90,0,0
26/11/1939,De los Santos,local,victoria,3,1,Racing Club,33° fecha del Campeonato 1939,La Quema,Dottori,"José Monjo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Albino Risso; José Salomón y Teófilo Juárez; Francisco Fandiño, Héctor Narvarte y José García; Juan A Devizia, Vicente Zito, Mateo Pont, Delfín Benítez Cáceres y Enrique García.",foto,2 GOL Herminio Masantonio (HUR)</br>42 GOL Mateo Pont (RAC)</br>51 GOL Plácido Rodríguez (HUR)</br>66 GOL Rubén Perdomo (HUR),45,90,0,0
03/12/1939,De los Santos,local,victoria,3,2,Chacarita Juniors,34° fecha del Campeonato 1939,La Quema,Caswell,"José Monjo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","López; Trincavelli y Emanuelli; Aragüez, Segovia y De Genaro; R Rodríguez, Barros, Villela, Maigán y Roggero.",foto,49 GOL Emilio Baldonedo (HUR)</br>68 GOL Emilio Baldonedo (HUR)</br>76 GOL Roggero (CHJ)</br>79 GOL Plácido Rodríguez (HUR)</br>82 GOL Maigán (CHJ),45,90,0,0
10/12/1939,De los Santos,neutral,victoria,2,1,Independiente,Desempate de Campeonato 1° Rueda 1939,Gasómetro,Destaillats,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Fernando Bello; Fermín Lecea y Sabino Coletta; Jorge Pérez, Raúl Leguizamón y Celestino Martínez; Juan J Maril, Vicente De la Mata, Arsenio Erico, Antonio Sastre y José Zorrilla.",foto,16 GOL Emilio Baldonedo (HUR)</br>43 GOL Plácido Rodríguez (HUR)</br>60 GOL José Zorrilla (IND),45,90,0,0
16/12/1939,De los Santos,visitante,empate,2,2,Rosario Central,Copa Dr. Carlos Colombres 1939 (amistoso),Arroyito (Rosario),Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Delfín Unzué, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Martínez; Perucca y Verza; Coloccini, Rivero y Fogel; Grassi, Cisterna, H. Hayes, Marcovich y Rodríguez.",foto,3 GOL Hayes (RCE)</br>57 GOL Delfín Unzué (HUR) tiró esquinado -asistencia de Jorge Titonell (HUR)-</br>68 Hayes (RCE) tiró cruzado -asistencia de Rivero (RCE)-</br>79 GOL Emilio Baldonedo (HUR),45,90,0,0
30/12/1939,De los Santos,visitante,derrota,2,7,Newell's Old Boys (Rosario),Copa Dr. Carlos Colombres 1939 (amistoso),Parque Independencia (Rosario),Caswell,"Bruno Barrionuevo; Carlos Marinelli y Jorge Alberti; Juan M Bongiovanni, Manuel Giúdice y Jorge Titonell; Rubén Perdomo, Ramón Guerra, Herminio Masantonio, Emilio Baldonedo y Plácido Rodríguez.","Luis Heredia; Néstor Gilli y Norberto Soneyro; Juan J Sisniega, Ángel Perucca y Carmelo Reynoso; Alejandro Ozcoidi, Franco, Eduardo Gómez, Francisco Dorado y Mariano Sánchez.",foto,20 GOL Mariano Sánchez (NOB)</br>22 GOL Emilio Baldonedo (HUR)</br>41 GOL Mariano Sánchez (NOB)</br>42 GOL Mariano Sánchez (NOB)</br>43 GOL Francisco Dorado (NOB)</br>44 GOL Francisco Dorado (NOB)</br>1° Tiempo: Newell's 4x2 Huracán</br>51 GOL Eduardo Gómez (NOB)</br>22 Eduardo Gómez (NOB)</br>41 Alejandro Ozcoidi (NOB),45,90,0,0
